"bf_prior_id","design_case_id","family","tier","bf_type","prior_form","analysis_prior","tags","rationale"
"t-tbf01-student-t-null0-loc0-scale0p70710678-df30-two-sided-on-t-two-dpoint-0p35-n2x1p1-short","t-two-dpoint-0p35-n2x1p1-short","t","adversarial","t","student-t","null=0;plocation=0;pscale=0.707106781186547;pdf=30;type=two.sample;alternative=two.sided","t;tbf01;two.sample;student-t;two.sided","high-df Student-t two-sided t-test prior"
"t-tbf01-cauchy-null0-loc0-scale0p70710678-df1-two-sided-on-t-two-dnorm-0-s0p5-short","t-two-dnorm-0-s0p5-short","t","adversarial","t","cauchy","null=0;plocation=0;pscale=0.707106781186547;pdf=1;type=two.sample;alternative=two.sided","t;tbf01;two.sample;cauchy;two.sided","default Cauchy two-sided t-test prior"
"t-tbf01-cauchy-null0-loc0-scale0p70710678-df1-greater-on-t-two-dnorm-0-s0p5-short","t-two-dnorm-0-s0p5-short","t","adversarial","t","cauchy","null=0;plocation=0;pscale=0.707106781186547;pdf=1;type=two.sample;alternative=greater","t;tbf01;two.sample;cauchy;greater","default Cauchy greater one-sided t-test prior"
"t-tbf01-cauchy-null0-loc0-scale0p70710678-df1-less-on-t-two-dnorm-0-s0p5-short","t-two-dnorm-0-s0p5-short","t","adversarial","t","cauchy","null=0;plocation=0;pscale=0.707106781186547;pdf=1;type=two.sample;alternative=less","t;tbf01;two.sample;cauchy;less","default Cauchy less one-sided t-test prior"
"t-tbf01-cauchy-null0-loc0-scale0p35-df1-two-sided-on-t-two-dnorm-0-s0p5-short","t-two-dnorm-0-s0p5-short","t","adversarial","t","cauchy","null=0;plocation=0;pscale=0.35;pdf=1;type=two.sample;alternative=two.sided","t;tbf01;two.sample;cauchy;two.sided","narrow Cauchy two-sided t-test prior"
"t-tbf01-cauchy-null0-loc0-scale1-df1-two-sided-on-t-two-dnorm-0-s0p5-short","t-two-dnorm-0-s0p5-short","t","adversarial","t","cauchy","null=0;plocation=0;pscale=1;pdf=1;type=two.sample;alternative=two.sided","t;tbf01;two.sample;cauchy;two.sided","wide Cauchy two-sided t-test prior"
"t-tbf01-student-t-null0-loc0-scale0p70710678-df3-two-sided-on-t-two-dnorm-0-s0p5-short","t-two-dnorm-0-s0p5-short","t","adversarial","t","student-t","null=0;plocation=0;pscale=0.707106781186547;pdf=3;type=two.sample;alternative=two.sided","t;tbf01;two.sample;student-t;two.sided","Student-t df=3 two-sided t-test prior"
"t-tbf01-student-t-null0-loc0-scale0p70710678-df30-two-sided-on-t-two-dnorm-0-s0p5-short","t-two-dnorm-0-s0p5-short","t","adversarial","t","student-t","null=0;plocation=0;pscale=0.707106781186547;pdf=30;type=two.sample;alternative=two.sided","t;tbf01;two.sample;student-t;two.sided","high-df Student-t two-sided t-test prior"
"t-tbf01-cauchy-null0-loc0-scale0p70710678-df1-two-sided-on-t-two-dpoint-0-long","t-two-dpoint-0-long","t","long","t","cauchy","null=0;plocation=0;pscale=0.707106781186547;pdf=1;type=two.sample;alternative=two.sided","t;tbf01;two.sample;cauchy;two.sided","default Cauchy two-sided t-test prior"
"t-tbf01-cauchy-null0-loc0-scale0p70710678-df1-greater-on-t-two-dpoint-0-long","t-two-dpoint-0-long","t","long","t","cauchy","null=0;plocation=0;pscale=0.707106781186547;pdf=1;type=two.sample;alternative=greater","t;tbf01;two.sample;cauchy;greater","default Cauchy greater one-sided t-test prior"
"t-tbf01-cauchy-null0-loc0-scale0p70710678-df1-less-on-t-two-dpoint-0-long","t-two-dpoint-0-long","t","long","t","cauchy","null=0;plocation=0;pscale=0.707106781186547;pdf=1;type=two.sample;alternative=less","t;tbf01;two.sample;cauchy;less","default Cauchy less one-sided t-test prior"
"t-tbf01-cauchy-null0-loc0-scale0p35-df1-two-sided-on-t-two-dpoint-0-long","t-two-dpoint-0-long","t","long","t","cauchy","null=0;plocation=0;pscale=0.35;pdf=1;type=two.sample;alternative=two.sided","t;tbf01;two.sample;cauchy;two.sided","narrow Cauchy two-sided t-test prior"
"t-tbf01-cauchy-null0-loc0-scale1-df1-two-sided-on-t-two-dpoint-0-long","t-two-dpoint-0-long","t","long","t","cauchy","null=0;plocation=0;pscale=1;pdf=1;type=two.sample;alternative=two.sided","t;tbf01;two.sample;cauchy;two.sided","wide Cauchy two-sided t-test prior"
"t-tbf01-student-t-null0-loc0-scale0p70710678-df3-two-sided-on-t-two-dpoint-0-long","t-two-dpoint-0-long","t","long","t","student-t","null=0;plocation=0;pscale=0.707106781186547;pdf=3;type=two.sample;alternative=two.sided","t;tbf01;two.sample;student-t;two.sided","Student-t df=3 two-sided t-test prior"
"t-tbf01-student-t-null0-loc0-scale0p70710678-df30-two-sided-on-t-two-dpoint-0-long","t-two-dpoint-0-long","t","long","t","student-t","null=0;plocation=0;pscale=0.707106781186547;pdf=30;type=two.sample;alternative=two.sided","t;tbf01;two.sample;student-t;two.sided","high-df Student-t two-sided t-test prior"
"t-tbf01-cauchy-null0-loc0-scale0p70710678-df1-two-sided-on-t-two-dpoint-0p2-long","t-two-dpoint-0p2-long","t","long","t","cauchy","null=0;plocation=0;pscale=0.707106781186547;pdf=1;type=two.sample;alternative=two.sided","t;tbf01;two.sample;cauchy;two.sided","default Cauchy two-sided t-test prior"
"t-tbf01-cauchy-null0-loc0-scale0p70710678-df1-greater-on-t-two-dpoint-0p2-long","t-two-dpoint-0p2-long","t","long","t","cauchy","null=0;plocation=0;pscale=0.707106781186547;pdf=1;type=two.sample;alternative=greater","t;tbf01;two.sample;cauchy;greater","default Cauchy greater one-sided t-test prior"
"t-tbf01-cauchy-null0-loc0-scale0p70710678-df1-less-on-t-two-dpoint-0p2-long","t-two-dpoint-0p2-long","t","long","t","cauchy","null=0;plocation=0;pscale=0.707106781186547;pdf=1;type=two.sample;alternative=less","t;tbf01;two.sample;cauchy;less","default Cauchy less one-sided t-test prior"
"t-tbf01-cauchy-null0-loc0-scale0p35-df1-two-sided-on-t-two-dpoint-0p2-long","t-two-dpoint-0p2-long","t","long","t","cauchy","null=0;plocation=0;pscale=0.35;pdf=1;type=two.sample;alternative=two.sided","t;tbf01;two.sample;cauchy;two.sided","narrow Cauchy two-sided t-test prior"
"t-tbf01-cauchy-null0-loc0-scale1-df1-two-sided-on-t-two-dpoint-0p2-long","t-two-dpoint-0p2-long","t","long","t","cauchy","null=0;plocation=0;pscale=1;pdf=1;type=two.sample;alternative=two.sided","t;tbf01;two.sample;cauchy;two.sided","wide Cauchy two-sided t-test prior"
"t-tbf01-student-t-null0-loc0-scale0p70710678-df3-two-sided-on-t-two-dpoint-0p2-long","t-two-dpoint-0p2-long","t","long","t","student-t","null=0;plocation=0;pscale=0.707106781186547;pdf=3;type=two.sample;alternative=two.sided","t;tbf01;two.sample;student-t;two.sided","Student-t df=3 two-sided t-test prior"
"t-tbf01-student-t-null0-loc0-scale0p70710678-df30-two-sided-on-t-two-dpoint-0p2-long","t-two-dpoint-0p2-long","t","long","t","student-t","null=0;plocation=0;pscale=0.707106781186547;pdf=30;type=two.sample;alternative=two.sided","t;tbf01;two.sample;student-t;two.sided","high-df Student-t two-sided t-test prior"
"t-tbf01-cauchy-null0-loc0-scale0p70710678-df1-two-sided-on-t-two-dnorm-0p2-s0p1-long","t-two-dnorm-0p2-s0p1-long","t","long","t","cauchy","null=0;plocation=0;pscale=0.707106781186547;pdf=1;type=two.sample;alternative=two.sided","t;tbf01;two.sample;cauchy;two.sided","default Cauchy two-sided t-test prior"
"t-tbf01-cauchy-null0-loc0-scale0p70710678-df1-greater-on-t-two-dnorm-0p2-s0p1-long","t-two-dnorm-0p2-s0p1-long","t","long","t","cauchy","null=0;plocation=0;pscale=0.707106781186547;pdf=1;type=two.sample;alternative=greater","t;tbf01;two.sample;cauchy;greater","default Cauchy greater one-sided t-test prior"
"t-tbf01-cauchy-null0-loc0-scale0p70710678-df1-less-on-t-two-dnorm-0p2-s0p1-long","t-two-dnorm-0p2-s0p1-long","t","long","t","cauchy","null=0;plocation=0;pscale=0.707106781186547;pdf=1;type=two.sample;alternative=less","t;tbf01;two.sample;cauchy;less","default Cauchy less one-sided t-test prior"
"t-tbf01-cauchy-null0-loc0-scale0p35-df1-two-sided-on-t-two-dnorm-0p2-s0p1-long","t-two-dnorm-0p2-s0p1-long","t","long","t","cauchy","null=0;plocation=0;pscale=0.35;pdf=1;type=two.sample;alternative=two.sided","t;tbf01;two.sample;cauchy;two.sided","narrow Cauchy two-sided t-test prior"
"t-tbf01-cauchy-null0-loc0-scale1-df1-two-sided-on-t-two-dnorm-0p2-s0p1-long","t-two-dnorm-0p2-s0p1-long","t","long","t","cauchy","null=0;plocation=0;pscale=1;pdf=1;type=two.sample;alternative=two.sided","t;tbf01;two.sample;cauchy;two.sided","wide Cauchy two-sided t-test prior"
"t-tbf01-student-t-null0-loc0-scale0p70710678-df3-two-sided-on-t-two-dnorm-0p2-s0p1-long","t-two-dnorm-0p2-s0p1-long","t","long","t","student-t","null=0;plocation=0;pscale=0.707106781186547;pdf=3;type=two.sample;alternative=two.sided","t;tbf01;two.sample;student-t;two.sided","Student-t df=3 two-sided t-test prior"
"t-tbf01-student-t-null0-loc0-scale0p70710678-df30-two-sided-on-t-two-dnorm-0p2-s0p1-long","t-two-dnorm-0p2-s0p1-long","t","long","t","student-t","null=0;plocation=0;pscale=0.707106781186547;pdf=30;type=two.sample;alternative=two.sided","t;tbf01;two.sample;student-t;two.sided","high-df Student-t two-sided t-test prior"
"t-tbf01-cauchy-null0-loc0-scale0p70710678-df1-two-sided-on-t-two-dnorm-0p2-s0p5-long","t-two-dnorm-0p2-s0p5-long","t","long","t","cauchy","null=0;plocation=0;pscale=0.707106781186547;pdf=1;type=two.sample;alternative=two.sided","t;tbf01;two.sample;cauchy;two.sided","default Cauchy two-sided t-test prior"
"t-tbf01-cauchy-null0-loc0-scale0p70710678-df1-greater-on-t-two-dnorm-0p2-s0p5-long","t-two-dnorm-0p2-s0p5-long","t","long","t","cauchy","null=0;plocation=0;pscale=0.707106781186547;pdf=1;type=two.sample;alternative=greater","t;tbf01;two.sample;cauchy;greater","default Cauchy greater one-sided t-test prior"
"t-tbf01-cauchy-null0-loc0-scale0p70710678-df1-less-on-t-two-dnorm-0p2-s0p5-long","t-two-dnorm-0p2-s0p5-long","t","long","t","cauchy","null=0;plocation=0;pscale=0.707106781186547;pdf=1;type=two.sample;alternative=less","t;tbf01;two.sample;cauchy;less","default Cauchy less one-sided t-test prior"
"t-tbf01-cauchy-null0-loc0-scale0p35-df1-two-sided-on-t-two-dnorm-0p2-s0p5-long","t-two-dnorm-0p2-s0p5-long","t","long","t","cauchy","null=0;plocation=0;pscale=0.35;pdf=1;type=two.sample;alternative=two.sided","t;tbf01;two.sample;cauchy;two.sided","narrow Cauchy two-sided t-test prior"
"t-tbf01-cauchy-null0-loc0-scale1-df1-two-sided-on-t-two-dnorm-0p2-s0p5-long","t-two-dnorm-0p2-s0p5-long","t","long","t","cauchy","null=0;plocation=0;pscale=1;pdf=1;type=two.sample;alternative=two.sided","t;tbf01;two.sample;cauchy;two.sided","wide Cauchy two-sided t-test prior"
"t-tbf01-student-t-null0-loc0-scale0p70710678-df3-two-sided-on-t-two-dnorm-0p2-s0p5-long","t-two-dnorm-0p2-s0p5-long","t","long","t","student-t","null=0;plocation=0;pscale=0.707106781186547;pdf=3;type=two.sample;alternative=two.sided","t;tbf01;two.sample;student-t;two.sided","Student-t df=3 two-sided t-test prior"
"t-tbf01-student-t-null0-loc0-scale0p70710678-df30-two-sided-on-t-two-dnorm-0p2-s0p5-long","t-two-dnorm-0p2-s0p5-long","t","long","t","student-t","null=0;plocation=0;pscale=0.707106781186547;pdf=30;type=two.sample;alternative=two.sided","t;tbf01;two.sample;student-t;two.sided","high-df Student-t two-sided t-test prior"
"t-tbf01-student-t-null0-loc0p5-scale0p1-df3-greater-on-t-two-dpoint-0p5-short","t-two-dpoint-0p5-short","t","short","t","student-t","null=0;plocation=0.5;pscale=0.1;pdf=3;type=two.sample;alternative=greater","t;tbf01;two.sample;student-t;greater","localized positive Student-t prior"
"t-tbf01-student-t-null0-loc0p5-scale0p1-df3-greater-on-t-two-dnorm-0p5-s0p1-short","t-two-dnorm-0p5-s0p1-short","t","short","t","student-t","null=0;plocation=0.5;pscale=0.1;pdf=3;type=two.sample;alternative=greater","t;tbf01;two.sample;student-t;greater","localized positive Student-t prior"
"t-tbf01-student-t-null0-loc0p5-scale0p1-df3-greater-on-t-two-dnorm-0p5-s0p5-short","t-two-dnorm-0p5-s0p5-short","t","short","t","student-t","null=0;plocation=0.5;pscale=0.1;pdf=3;type=two.sample;alternative=greater","t;tbf01;two.sample;student-t;greater","localized positive Student-t prior"
"t-tbf01-student-t-null0-loc0p5-scale0p1-df3-greater-on-t-one-dpoint-0p5-short","t-one-dpoint-0p5-short","t","short","t","student-t","null=0;plocation=0.5;pscale=0.1;pdf=3;type=one.sample;alternative=greater","t;tbf01;one.sample;student-t;greater","localized positive Student-t prior"
"t-tbf01-student-t-null0-loc0p5-scale0p1-df3-greater-on-t-paired-dpoint-0p5-short","t-paired-dpoint-0p5-short","t","short","t","student-t","null=0;plocation=0.5;pscale=0.1;pdf=3;type=paired;alternative=greater","t;tbf01;paired;student-t;greater","localized positive Student-t prior"
"t-tbf01-student-t-null0-loc0p5-scale0p1-df3-greater-on-t-two-dpoint-0p35-n2x1p1-short","t-two-dpoint-0p35-n2x1p1-short","t","adversarial","t","student-t","null=0;plocation=0.5;pscale=0.1;pdf=3;type=two.sample;alternative=greater","t;tbf01;two.sample;student-t;greater","localized positive Student-t prior"
"t-tbf01-student-t-null0-loc0p5-scale0p1-df3-greater-on-t-two-dpoint-0p2-long","t-two-dpoint-0p2-long","t","long","t","student-t","null=0;plocation=0.5;pscale=0.1;pdf=3;type=two.sample;alternative=greater","t;tbf01;two.sample;student-t;greater","localized positive Student-t prior"
"t-tbf01-student-t-null0-loc0p5-scale0p1-df3-greater-on-t-two-dnorm-0p2-s0p1-long","t-two-dnorm-0p2-s0p1-long","t","long","t","student-t","null=0;plocation=0.5;pscale=0.1;pdf=3;type=two.sample;alternative=greater","t;tbf01;two.sample;student-t;greater","localized positive Student-t prior"
"t-tbf01-student-t-null0-loc0p5-scale0p1-df3-greater-on-t-two-dnorm-0p2-s0p5-long","t-two-dnorm-0p2-s0p5-long","t","long","t","student-t","null=0;plocation=0.5;pscale=0.1;pdf=3;type=two.sample;alternative=greater","t;tbf01;two.sample;student-t;greater","localized positive Student-t prior"
"t-tbf01-student-t-null0p2-loc0p5-scale0p35-df3-greater-on-t-two-dpoint-0p35-n2x1p1-short","t-two-dpoint-0p35-n2x1p1-short","t","adversarial","t","student-t","null=0.2;plocation=0.5;pscale=0.35;pdf=3;type=two.sample;alternative=greater","t;tbf01;two.sample;student-t;greater","shifted-null local positive Student-t prior"
"t-tbf01-student-t-null0p2-loc0p5-scale0p35-df3-greater-on-t-two-dpoint-0p2-long","t-two-dpoint-0p2-long","t","long","t","student-t","null=0.2;plocation=0.5;pscale=0.35;pdf=3;type=two.sample;alternative=greater","t;tbf01;two.sample;student-t;greater","shifted-null local positive Student-t prior"
"t-tbf01-student-t-null0p2-loc0p5-scale0p35-df3-greater-on-t-two-dnorm-0p2-s0p1-long","t-two-dnorm-0p2-s0p1-long","t","long","t","student-t","null=0.2;plocation=0.5;pscale=0.35;pdf=3;type=two.sample;alternative=greater","t;tbf01;two.sample;student-t;greater","shifted-null local positive Student-t prior"
"t-tbf01-student-t-null0p2-loc0p5-scale0p35-df3-greater-on-t-two-dnorm-0p2-s0p5-long","t-two-dnorm-0p2-s0p5-long","t","long","t","student-t","null=0.2;plocation=0.5;pscale=0.35;pdf=3;type=two.sample;alternative=greater","t;tbf01;two.sample;student-t;greater","shifted-null local positive Student-t prior"
"t-tbf01-student-t-null0p2-loc0p5-scale0p35-df30-greater-on-t-two-dpoint-0-short","t-two-dpoint-0-short","t","short","t","student-t","null=0.2;plocation=0.5;pscale=0.35;pdf=30;type=two.sample;alternative=greater","t;tbf01;two.sample;student-t;greater","shifted-null high-df positive Student-t prior"
"t-tbf01-student-t-null0p2-loc0p5-scale0p35-df30-greater-on-t-one-dpoint-0-short","t-one-dpoint-0-short","t","short","t","student-t","null=0.2;plocation=0.5;pscale=0.35;pdf=30;type=one.sample;alternative=greater","t;tbf01;one.sample;student-t;greater","shifted-null high-df positive Student-t prior"
"t-tbf01-student-t-null0p2-loc0p5-scale0p35-df30-greater-on-t-paired-dpoint-0-short","t-paired-dpoint-0-short","t","short","t","student-t","null=0.2;plocation=0.5;pscale=0.35;pdf=30;type=paired;alternative=greater","t;tbf01;paired;student-t;greater","shifted-null high-df positive Student-t prior"
"t-tbf01-student-t-null0p2-loc0p5-scale0p35-df30-greater-on-t-two-dpoint-0-n2x1p1-short","t-two-dpoint-0-n2x1p1-short","t","adversarial","t","student-t","null=0.2;plocation=0.5;pscale=0.35;pdf=30;type=two.sample;alternative=greater","t;tbf01;two.sample;student-t;greater","shifted-null high-df positive Student-t prior"
"t-tbf01-student-t-null0p2-loc0p5-scale0p35-df30-greater-on-t-two-dpoint-0-long","t-two-dpoint-0-long","t","long","t","student-t","null=0.2;plocation=0.5;pscale=0.35;pdf=30;type=two.sample;alternative=greater","t;tbf01;two.sample;student-t;greater","shifted-null high-df positive Student-t prior"
"binom-binbf01-point-p00p5-a1-b1-on-binom-dpoint-0p5-short","binom-dpoint-0p5-short","binomial","short","point","beta","p0=0.5;a=1;b=1","binomial;binbf01;point-bf;beta","default point-null beta(1,1) alternative"
"binom-binbf01-direction-p00p5-a1-b1-on-binom-dpoint-0p5-short","binom-dpoint-0p5-short","binomial","short","direction","directional-beta","p0=0.5;a=1;b=1","binomial;binbf01;direction-bf;directional-beta","default directional beta(1,1) alternative"
"binom-binbf01-point-p00p5-a60-b40-on-binom-dpoint-0p5-short","binom-dpoint-0p5-short","binomial","short","point","beta","p0=0.5;a=60;b=40","binomial;binbf01;point-bf;beta","concentrated beta alternative around p=0.6"
"binom-binbf01-point-p00p5-a40-b60-on-binom-dpoint-0p5-short","binom-dpoint-0p5-short","binomial","short","point","beta","p0=0.5;a=40;b=60","binomial;binbf01;point-bf;beta","concentrated opposite beta alternative around p=0.4"
"binom-binbf01-point-p00p5-a1-b1-on-binom-dpoint-0p6-short","binom-dpoint-0p6-short","binomial","short","point","beta","p0=0.5;a=1;b=1","binomial;binbf01;point-bf;beta","default point-null beta(1,1) alternative"
"binom-binbf01-direction-p00p5-a1-b1-on-binom-dpoint-0p6-short","binom-dpoint-0p6-short","binomial","short","direction","directional-beta","p0=0.5;a=1;b=1","binomial;binbf01;direction-bf;directional-beta","default directional beta(1,1) alternative"
"binom-binbf01-point-p00p5-a60-b40-on-binom-dpoint-0p6-short","binom-dpoint-0p6-short","binomial","short","point","beta","p0=0.5;a=60;b=40","binomial;binbf01;point-bf;beta","concentrated beta alternative around p=0.6"
"binom-binbf01-point-p00p5-a40-b60-on-binom-dpoint-0p6-short","binom-dpoint-0p6-short","binomial","short","point","beta","p0=0.5;a=40;b=60","binomial;binbf01;point-bf;beta","concentrated opposite beta alternative around p=0.4"
"binom-binbf01-point-p00p5-a1-b1-on-binom-dpoint-0p2-short","binom-dpoint-0p2-short","binomial","short","point","beta","p0=0.5;a=1;b=1","binomial;binbf01;point-bf;beta","default point-null beta(1,1) alternative"
"binom-binbf01-direction-p00p5-a1-b1-on-binom-dpoint-0p2-short","binom-dpoint-0p2-short","binomial","short","direction","directional-beta","p0=0.5;a=1;b=1","binomial;binbf01;direction-bf;directional-beta","default directional beta(1,1) alternative"
"binom-binbf01-point-p00p5-a60-b40-on-binom-dpoint-0p2-short","binom-dpoint-0p2-short","binomial","short","point","beta","p0=0.5;a=60;b=40","binomial;binbf01;point-bf;beta","concentrated beta alternative around p=0.6"
"binom-binbf01-point-p00p5-a40-b60-on-binom-dpoint-0p2-short","binom-dpoint-0p2-short","binomial","short","point","beta","p0=0.5;a=40;b=60","binomial;binbf01;point-bf;beta","concentrated opposite beta alternative around p=0.4"
"binom-binbf01-point-p00p5-a1-b1-on-binom-dpoint-0p75-short","binom-dpoint-0p75-short","binomial","short","point","beta","p0=0.5;a=1;b=1","binomial;binbf01;point-bf;beta","default point-null beta(1,1) alternative"
"binom-binbf01-direction-p00p5-a1-b1-on-binom-dpoint-0p75-short","binom-dpoint-0p75-short","binomial","short","direction","directional-beta","p0=0.5;a=1;b=1","binomial;binbf01;direction-bf;directional-beta","default directional beta(1,1) alternative"
"binom-binbf01-point-p00p5-a60-b40-on-binom-dpoint-0p75-short","binom-dpoint-0p75-short","binomial","short","point","beta","p0=0.5;a=60;b=40","binomial;binbf01;point-bf;beta","concentrated beta alternative around p=0.6"
"binom-binbf01-point-p00p5-a40-b60-on-binom-dpoint-0p75-short","binom-dpoint-0p75-short","binomial","short","point","beta","p0=0.5;a=40;b=60","binomial;binbf01;point-bf;beta","concentrated opposite beta alternative around p=0.4"
"binom-binbf01-point-p00p5-a1-b1-on-binom-dbeta-60-40-short","binom-dbeta-60-40-short","binomial","short","point","beta","p0=0.5;a=1;b=1","binomial;binbf01;point-bf;beta","default point-null beta(1,1) alternative"
"binom-binbf01-direction-p00p5-a1-b1-on-binom-dbeta-60-40-short","binom-dbeta-60-40-short","binomial","short","direction","directional-beta","p0=0.5;a=1;b=1","binomial;binbf01;direction-bf;directional-beta","default directional beta(1,1) alternative"
"binom-binbf01-point-p00p5-a60-b40-on-binom-dbeta-60-40-short","binom-dbeta-60-40-short","binomial","short","point","beta","p0=0.5;a=60;b=40","binomial;binbf01;point-bf;beta","concentrated beta alternative around p=0.6"
"binom-binbf01-point-p00p5-a40-b60-on-binom-dbeta-60-40-short","binom-dbeta-60-40-short","binomial","short","point","beta","p0=0.5;a=40;b=60","binomial;binbf01;point-bf;beta","concentrated opposite beta alternative around p=0.4"
"binom-binbf01-point-p00p5-a1-b1-on-binom-dbeta-1-1-h1gt0p5-short","binom-dbeta-1-1-h1gt0p5-short","binomial","adversarial","point","beta","p0=0.5;a=1;b=1","binomial;binbf01;point-bf;beta","default point-null beta(1,1) alternative"
"binom-binbf01-direction-p00p5-a1-b1-on-binom-dbeta-1-1-h1gt0p5-short","binom-dbeta-1-1-h1gt0p5-short","binomial","adversarial","direction","directional-beta","p0=0.5;a=1;b=1","binomial;binbf01;direction-bf;directional-beta","default directional beta(1,1) alternative"
"binom-binbf01-point-p00p5-a60-b40-on-binom-dbeta-1-1-h1gt0p5-short","binom-dbeta-1-1-h1gt0p5-short","binomial","adversarial","point","beta","p0=0.5;a=60;b=40","binomial;binbf01;point-bf;beta","concentrated beta alternative around p=0.6"
"binom-binbf01-point-p00p5-a40-b60-on-binom-dbeta-1-1-h1gt0p5-short","binom-dbeta-1-1-h1gt0p5-short","binomial","adversarial","point","beta","p0=0.5;a=40;b=60","binomial;binbf01;point-bf;beta","concentrated opposite beta alternative around p=0.4"
"binom-binbf01-point-p00p5-a1-b1-on-binom-dbeta-1-1-h0le0p5-short","binom-dbeta-1-1-h0le0p5-short","binomial","adversarial","point","beta","p0=0.5;a=1;b=1","binomial;binbf01;point-bf;beta","default point-null beta(1,1) alternative"
"binom-binbf01-direction-p00p5-a1-b1-on-binom-dbeta-1-1-h0le0p5-short","binom-dbeta-1-1-h0le0p5-short","binomial","adversarial","direction","directional-beta","p0=0.5;a=1;b=1","binomial;binbf01;direction-bf;directional-beta","default directional beta(1,1) alternative"
"binom-binbf01-point-p00p5-a60-b40-on-binom-dbeta-1-1-h0le0p5-short","binom-dbeta-1-1-h0le0p5-short","binomial","adversarial","point","beta","p0=0.5;a=60;b=40","binomial;binbf01;point-bf;beta","concentrated beta alternative around p=0.6"
"binom-binbf01-point-p00p5-a40-b60-on-binom-dbeta-1-1-h0le0p5-short","binom-dbeta-1-1-h0le0p5-short","binomial","adversarial","point","beta","p0=0.5;a=40;b=60","binomial;binbf01;point-bf;beta","concentrated opposite beta alternative around p=0.4"
"binom-binbf01-point-p00p5-a1-b1-on-binom-dpoint-0p5-long","binom-dpoint-0p5-long","binomial","long","point","beta","p0=0.5;a=1;b=1","binomial;binbf01;point-bf;beta","default point-null beta(1,1) alternative"
"binom-binbf01-direction-p00p5-a1-b1-on-binom-dpoint-0p5-long","binom-dpoint-0p5-long","binomial","long","direction","directional-beta","p0=0.5;a=1;b=1","binomial;binbf01;direction-bf;directional-beta","default directional beta(1,1) alternative"
"binom-binbf01-point-p00p5-a60-b40-on-binom-dpoint-0p5-long","binom-dpoint-0p5-long","binomial","long","point","beta","p0=0.5;a=60;b=40","binomial;binbf01;point-bf;beta","concentrated beta alternative around p=0.6"
"binom-binbf01-point-p00p5-a40-b60-on-binom-dpoint-0p5-long","binom-dpoint-0p5-long","binomial","long","point","beta","p0=0.5;a=40;b=60","binomial;binbf01;point-bf;beta","concentrated opposite beta alternative around p=0.4"
"binom-binbf01-point-p00p5-a1-b1-on-binom-dpoint-0p55-long","binom-dpoint-0p55-long","binomial","long","point","beta","p0=0.5;a=1;b=1","binomial;binbf01;point-bf;beta","default point-null beta(1,1) alternative"
"binom-binbf01-direction-p00p5-a1-b1-on-binom-dpoint-0p55-long","binom-dpoint-0p55-long","binomial","long","direction","directional-beta","p0=0.5;a=1;b=1","binomial;binbf01;direction-bf;directional-beta","default directional beta(1,1) alternative"
"binom-binbf01-point-p00p5-a60-b40-on-binom-dpoint-0p55-long","binom-dpoint-0p55-long","binomial","long","point","beta","p0=0.5;a=60;b=40","binomial;binbf01;point-bf;beta","concentrated beta alternative around p=0.6"
"binom-binbf01-point-p00p5-a40-b60-on-binom-dpoint-0p55-long","binom-dpoint-0p55-long","binomial","long","point","beta","p0=0.5;a=40;b=60","binomial;binbf01;point-bf;beta","concentrated opposite beta alternative around p=0.4"
"binom-binbf01-point-p00p2-a1-b1-on-binom-dpoint-0p2-short","binom-dpoint-0p2-short","binomial","short","point","beta","p0=0.2;a=1;b=1","binomial;binbf01;point-bf;beta","low-proportion null check"
"binom-binbf01-point-p00p75-a1-b1-on-binom-dpoint-0p75-short","binom-dpoint-0p75-short","binomial","short","point","beta","p0=0.75;a=1;b=1","binomial;binbf01;point-bf;beta","high-proportion null check"
"binom-binbf01-point-p00p6-a1-b1-on-binom-dpoint-0p6-short","binom-dpoint-0p6-short","binomial","short","point","beta","p0=0.6;a=1;b=1","binomial;binbf01;point-bf;beta","p=0.6 null check"
"binom-binbf01-point-p00p6-a1-b1-on-binom-dbeta-60-40-short","binom-dbeta-60-40-short","binomial","short","point","beta","p0=0.6;a=1;b=1","binomial;binbf01;point-bf;beta","p=0.6 null check against beta design prior"
"binom-binbf01-point-p00p55-a1-b1-on-binom-dpoint-0p55-long","binom-dpoint-0p55-long","binomial","long","point","beta","p0=0.55;a=1;b=1","binomial;binbf01;point-bf;beta","long-grid local null check"
"binom-binbf01-direction-p00p2-a1-b1-on-binom-dpoint-0p2-short","binom-dpoint-0p2-short","binomial","short","direction","directional-beta","p0=0.2;a=1;b=1","binomial;binbf01;direction-bf;directional-beta","low-proportion null check"
"binom-binbf01-direction-p00p75-a1-b1-on-binom-dpoint-0p75-short","binom-dpoint-0p75-short","binomial","short","direction","directional-beta","p0=0.75;a=1;b=1","binomial;binbf01;direction-bf;directional-beta","high-proportion null check"
"binom-binbf01-direction-p00p6-a1-b1-on-binom-dpoint-0p6-short","binom-dpoint-0p6-short","binomial","short","direction","directional-beta","p0=0.6;a=1;b=1","binomial;binbf01;direction-bf;directional-beta","p=0.6 null check"
"binom-binbf01-direction-p00p6-a1-b1-on-binom-dbeta-60-40-short","binom-dbeta-60-40-short","binomial","short","direction","directional-beta","p0=0.6;a=1;b=1","binomial;binbf01;direction-bf;directional-beta","p=0.6 null check against beta design prior"
